state_fips,state_abbr,state,year,aqi_median,aqi_days
12,FL,Florida,2019,40.0,350.0769230769231
13,GA,Georgia,2019,44.55172413793103,293.48275862068965
15,HI,Hawaii,2019,21.25,363.75
16,ID,Idaho,2019,30.55,345.55
17,IL,Illinois,2019,45.17391304347826,336.7826086956522
18,IN,Indiana,2019,40.83783783783784,334.2972972972973
19,IA,Iowa,2019,40.4375,288.125
20,KS,Kansas,2019,34.27272727272727,335.72727272727275
21,KY,Kentucky,2019,42.629629629629626,302.6666666666667
22,LA,Louisiana,2019,40.68181818181818,328.59090909090907
23,ME,Maine,2019,35.6,332.0
24,MD,Maryland,2019,42.5625,324.375
25,MA,Massachusetts,2019,40.76923076923077,362.61538461538464
26,MI,Michigan,2019,37.107142857142854,290.5
27,MN,Minnesota,2019,33.19047619047619,330.14285714285717
28,MS,Mississippi,2019,43.7,337.8
29,MO,Missouri,2019,40.76190476190476,294.3809523809524
30,MT,Montana,2019,30.736842105263158,304.7894736842105
31,NE,Nebraska,2019,29.444444444444443,237.88888888888889
